2023/02/25 19:00:10 [warn] 3891#3891: *19721 using uninitialized "server" variable while logging request, client: 139.144.96.150, server: kat.kingship.info, request: "HELP"
2023/02/25 19:18:53 [error] 3908#3908: *19841 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /student/detail/9/ HTTP/2.0", upstream: "http://10.10.10.101:8003/student/detail/9/", host: "kat.kingship.info"
2023/02/25 19:19:07 [error] 3908#3908: *19841 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /student/detail/9/ HTTP/2.0", upstream: "http://10.10.10.101:8003/student/detail/9/", host: "kat.kingship.info"
2023/02/25 19:19:15 [error] 3908#3908: *19841 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /student/detail/9/ HTTP/2.0", upstream: "http://10.10.10.101:8003/student/detail/9/", host: "kat.kingship.info"
2023/02/25 19:19:16 [error] 3908#3908: *19841 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /student/detail/9/ HTTP/2.0", upstream: "http://10.10.10.101:8003/student/detail/9/", host: "kat.kingship.info"
2023/02/25 19:19:17 [error] 3908#3908: *19841 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /student/detail/9/ HTTP/2.0", upstream: "http://10.10.10.101:8003/student/detail/9/", host: "kat.kingship.info"
2023/02/25 19:20:12 [error] 3908#3908: *19841 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /student/detail/9/ HTTP/2.0", upstream: "http://10.10.10.101:8003/student/detail/9/", host: "kat.kingship.info"
2023/02/25 21:35:32 [error] 3997#3997: *19962 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /favicon.ico HTTP/2.0", upstream: "http://10.10.10.101:8003/favicon.ico", host: "kat.kingship.info", referrer: "https://kat.kingship.info/"
2023/02/26 14:13:06 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /students/ HTTP/2.0", upstream: "http://10.10.10.101:8003/students/", host: "kat.kingship.info", referrer: "https://kat.kingship.info/"
2023/02/26 14:13:06 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /favicon.ico HTTP/2.0", upstream: "http://10.10.10.101:8003/favicon.ico", host: "kat.kingship.info", referrer: "https://kat.kingship.info/students/"
2023/02/26 14:13:14 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /students/ HTTP/2.0", upstream: "http://10.10.10.101:8003/students/", host: "kat.kingship.info", referrer: "https://kat.kingship.info/"
2023/02/26 14:13:14 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /favicon.ico HTTP/2.0", upstream: "http://10.10.10.101:8003/favicon.ico", host: "kat.kingship.info", referrer: "https://kat.kingship.info/students/"
2023/02/26 14:13:39 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /students/ HTTP/2.0", upstream: "http://10.10.10.101:8003/students/", host: "kat.kingship.info", referrer: "https://kat.kingship.info/"
2023/02/26 14:13:39 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /favicon.ico HTTP/2.0", upstream: "http://10.10.10.101:8003/favicon.ico", host: "kat.kingship.info", referrer: "https://kat.kingship.info/students/"
2023/02/26 14:13:50 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /students/ HTTP/2.0", upstream: "http://10.10.10.101:8003/students/", host: "kat.kingship.info", referrer: "https://kat.kingship.info/"
2023/02/26 14:13:51 [error] 4707#4707: *20344 connect() failed (111: Connection refused) while connecting to upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /favicon.ico HTTP/2.0", upstream: "http://10.10.10.101:8003/favicon.ico", host: "kat.kingship.info", referrer: "https://kat.kingship.info/students/"
2023/02/26 17:22:58 [warn] 4810#4810: *23428 using uninitialized "server" variable while logging request, client: 167.248.133.61, server: kat.kingship.info, request: "GET / HTTP/1.1", host: "kat.kingship.info:443"
2023/02/27 02:56:07 [warn] 5301#5301: *27050 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/1/93/0000009931 while reading upstream, client: 69.80.31.105, server: kat.kingship.info, request: "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/2.0", upstream: "http://10.10.10.101:8003/static/admin/fonts/Roboto-Light-webfont.woff", host: "kat.kingship.info", referrer: "https://kat.kingship.info/static/admin/css/fonts.css"
